#,sinhala,1
ñjū,ඤ්ජූ,686
ññū,ඤ්ඤූ,687
ñhū,ඤ්හූ,688
ṭṭū,ට්ටූ,689
ḍḍū,ඩ්ඩූ,690
ṇṭū,ණ්ටූ,691
ṇḍū,ණ්ඩූ,692
ṇṇū,ණ්ණූ,693
ṇhū,ණ්හූ,694
ttū,ත්තූ,695
tvū,ත්වූ,696
ddū,ද්දූ,697
dvū,ද්වූ,698
ndū,න්දූ,699
nnū,න්නූ,700
nhū,න්හූ,701
ppū,ප්පූ,702
bbū,බ්බූ,703
mpū,ම්පූ,704
mbū,ම්බූ,705
mmū,ම්මූ,706
mhū,ම්හූ,707
yyū,ය්යූ,708
yhū,ය්හූ,709
lyū,ල්යූ,710
llū,ල්ලූ,711
lhū,ල්හූ,712
vhū,ව්හූ,713
smū,ස්මූ,714
svū,ස්වූ,715
ssū,ස්සූ,716
hmū,හ්මූ,717
hvū,හ්වූ,718
ḷhū,ළ්හූ,719
ntū,න්තූ,720
kvu,ක්වු,721
ṅku,ඞ්කු,722
ṅgu,ඞ්ගු,723
ccu,ච්චු,724
jju,ජ්ජු,725
ñcu,ඤ්චු,726
ñju,ඤ්ජු,727
ññu,ඤ්ඤු,728
ñhu,ඤ්හු,729
ṭṭu,ට්ටු,730
ḍḍu,ඩ්ඩු,731
ṇṭu,ණ්ටු,732
ṇḍu,ණ්ඩු,733
ṇṇu,ණ්ණු,734
ṇhu,ණ්හු,735
ttu,ත්තු,736
tvu,ත්වු,737
ddu,ද්දු,738
dvu,ද්වු,739
ndu,න්දු,740
nnu,න්නු,741
nhu,න්හු,742
ppu,ප්පු,743
bbu,බ්බු,744
mpu,ම්පු,745
mbu,ම්බු,746
mmu,ම්මු,747
mhu,ම්හු,748
yyu,ය්යු,749
yhu,ය්හු,750
lyu,ල්යු,751
llu,ල්ලු,752
lhu,ල්හු,753
vhu,ව්හු,754
smu,ස්මු,755
svu,ස්වු,756
ssu,ස්සු,757
hmu,හ්මු,758
hvu,හ්වු,759
ḷhu,ළ්හු,760
kra,ක්‍ර,761
gra,ග්‍ර,762
ṅra,ඞ්‍ර,763
cra,ච්‍ර,764
jra,ජ්‍ර,765
ñra,ඤ්‍ර,766
ṭra,ට්‍ර,767
ḍra,ඩ්‍ර,768
ṇra,ණ්‍ර,769
tra,ත්‍ර,770
dra,ද්‍ර,771
nra,න්‍ර,772
pra,ප්‍ර,773
bra,බ්‍ර,774
mra,ම්‍ර,775
vra,ව්‍ර,776
sra,ස්‍ර,777
hra,හ්‍ර,778
ntu,න්තු,779
kvō,ක්වෝ,780
ṅkō,ඞ්කෝ,781
ṅgō,ඞ්ගෝ,782
ccō,ච්චෝ,783
jjō,ජ්ජෝ,784
ñcō,ඤ්චෝ,785
ñjō,ඤ්ජෝ,786
ññō,ඤ්ඤෝ,787
ñhō,ඤ්හෝ,788
ṭṭō,ට්ටෝ,789
ḍḍō,ඩ්ඩෝ,790
ṇṭō,ණ්ටෝ,791
ṇḍō,ණ්ඩෝ,792
ṇṇō,ණ්ණෝ,793
ṇhō,ණ්හෝ,794
ttō,ත්තෝ,795
tvō,ත්වෝ,796
ddō,ද්දෝ,797
dvō,ද්වෝ,798
ndō,න්දෝ,799
nnō,න්නෝ,800
nhō,න්හෝ,801
ppō,ප්පෝ,802
bbō,බ්බෝ,803
mpō,ම්පෝ,804
mbō,ම්බෝ,805
mmō,ම්මෝ,806
mhō,ම්හෝ,807
yyō,ය්යෝ,808
yhō,ය්හෝ,809
lyō,ල්යෝ,810
llō,ල්ලෝ,811
lhō,ල්හෝ,812
vhō,ව්හෝ,813
smō,ස්මෝ,814
svō,ස්වෝ,815
ssō,ස්සෝ,816
hmō,හ්මෝ,817
hvō,හ්වෝ,818
ḷhō,ළ්හෝ,819
ntō,න්තෝ,820
kvo,ක්වො,821
ṅko,ඞ්කො,822
ṅgo,ඞ්ගො,823
cco,ච්චො,824
jjo,ජ්ජො,825
ñco,ඤ්චො,826
ñjo,ඤ්ජො,827
ñño,ඤ්ඤො,828
ñho,ඤ්හො,829
ṭṭo,ට්ටො,830
ḍḍo,ඩ්ඩො,831
ṇṭo,ණ්ටො,832
ṇḍo,ණ්ඩො,833
ṇṇo,ණ්ණො,834
ṇho,ණ්හො,835
tto,ත්තො,836
tvo,ත්වො,837
ddo,ද්දො,838
dvo,ද්වො,839
ndo,න්දො,840
nno,න්නො,841
nho,න්හො,842
ppo,ප්පො,843
bbo,බ්බො,844
mpo,ම්පො,845
mbo,ම්බො,846
mmo,ම්මො,847
mho,ම්හො,848
yyo,ය්යො,849
yho,ය්හො,850
lyo,ල්යො,851
llo,ල්ලො,852
lho,ල්හො,853
vho,ව්හො,854
smo,ස්මො,855
svo,ස්වො,856
sso,ස්සො,857
hmo,හ්මො,858
hvo,හ්වො,859
ḷho,ළ්හො,860
yiṃ,‍යිං,861
riṃ,‍රිං,862
nto,න්තො,863
kvī,ක්වී,864
ṅkī,ඞ්කී,865
ṅgī,ඞ්ගී,866
ccī,ච්චී,867
jjī,ජ්ජී,868
ñcī,ඤ්චී,869
ñjī,ඤ්ජී,870
ññī,ඤ්ඤී,871
